Date,TLT,EMB,AGG,Cash,SPY,EFA,VWO,GLD,DBC
1990-01-01,1000.0,,3226.645004,1366.314261,3514.04724,7301.11609,2146.9,778.515625,1365.609
1990-01-02,998.91,,3225.670187,1366.314261,3576.564883,7301.11609,2173.0,779.296875,1392.621
1990-01-03,995.28,,3219.821284,1368.541359,3567.395629,7301.11609,2204.5,771.484375,1409.485
1990-01-04,995.8,,3224.045491,1368.980417,3538.220729,7301.11609,2273.0,774.4140629999999,1390.356
1990-01-05,993.41,,3222.745735,1369.421116,3503.766561,7301.11609,2289.1,791.015625,1365.152
1990-01-08,991.29,,3222.745735,1370.708264,3519.8822200000004,7301.11609,2268.9,790.234375,1335.987
1990-01-09,990.68,,3223.3956129999997,1371.136751,3478.389029,7301.11609,2287.2,787.9882809999999,1339.408
1990-01-10,991.01,,3224.370431,1371.5695039999998,3455.512203,7301.11609,2295.7,799.0234379999999,1363.194
1990-01-11,991.22,,3224.69537,1372.003897,3467.645257,7301.11609,2300.2,804.8828129999999,1368.729
1990-01-12,985.42,,3219.496344,1372.4361720000002,3382.6212619999997,7301.11609,2326.9,812.9882809999999,1365.274
1990-01-15,985.42,,3221.770918,1373.732551,3353.446362,7301.11609,2264.9,811.71875,1352.165
1990-01-16,978.68,,3208.85459,1374.166123,3390.9569479999996,7301.11609,2244.2,806.1523440000001,1339.6529999999998
1990-01-17,979.05,,3209.829407,1374.5990800000002,3357.799443,7301.11609,2243.0,801.5625,1327.931
1990-01-18,969.48,,3192.770106,1375.032549,3365.5794159999996,7301.11609,2237.5,807.421875,1333.9589999999998
1990-01-19,975.28,,3200.487409,1375.465025,3375.3043829999997,7301.11609,2257.9,798.1445309999999,1343.66
1990-01-22,974.14,,3201.7871649999997,1376.795552,3288.335395,7301.11609,2266.3,792.96875,1327.424
1990-01-23,975.78,,3205.036556,1377.2406529999998,3300.561067,7301.11609,2268.3,797.3632809999999,1324.549
1990-01-24,964.83,,3192.120227,1377.684766,3227.2070329999997,7301.11609,2242.5,821.7773440000001,1321.852
1990-01-25,960.44,,3186.921202,1378.1248699999999,3246.3791100000003,7301.11609,2230.0,811.8164059999999,1331.277
1990-01-26,952.37,,3175.30463,1378.1248699999999,3243.971023,7301.11609,2213.6,816.40625,1338.231
1990-01-29,954.2,,3178.554021,1379.897932,3238.599137,7301.11609,2207.2,817.8710940000001,1350.942
1990-01-30,952.65,,3174.329813,1380.339499,3217.389448,7301.11609,2204.9,816.6992190000001,1338.79
1990-01-31,960.08,,3188.302193,1380.780451,3278.147335,7029.449617,2212.7,810.6445309999999,1336.491
1990-02-01,964.1,,3192.6888710000003,1381.217383,3275.739248,7029.449617,2224.1,812.109375,1336.38
1990-02-02,958.72,,3184.402924,1381.6518039999999,3297.412031,7029.449617,2252.4,816.3085940000001,1354.7
1990-02-05,956.46,,3183.103168,1382.954236,3309.081991,7029.449617,2277.7,826.171875,1331.414
1990-02-06,952.68,,3178.635256,1383.388067,3288.428014,7029.449617,2286.0,822.3632809999999,1333.4879999999998
1990-02-07,953.33,,3180.259951,1383.801189,3329.921205,7029.449617,2314.7,827.6367190000001,1329.454
1990-02-08,957.03,,3186.02762,1384.2314939999999,3322.23385,7029.449617,2332.6,816.40625,1327.215
1990-02-09,969.99,,3202.599513,1384.664967,3330.384299,7029.449617,2339.4,811.5234379999999,1326.145
1990-02-12,962.95,,3197.806661,1385.975933,3296.2079870000002,7029.449617,2358.8,818.0664059999999,1337.763
1990-02-13,966.59,,3210.56052,1386.4133689999999,3306.581285,7029.449617,2350.4,816.5039059999999,1339.182
1990-02-14,965.89,,3210.885459,1386.850944,3316.676726,7029.449617,2332.5,809.765625,1349.059
1990-02-15,960.53,,3198.7814780000003,1387.2882769999999,3345.666389,7029.449617,2390.2,813.7695309999999,1365.7220000000002
1990-02-16,961.14,,3201.949634,1387.7249880000002,3324.919793,7029.449617,2367.0,813.4765629999999,1359.93
1990-02-19,961.14,,3201.949634,1389.032005,3324.919793,7029.449617,2392.6,813.4765629999999,1359.93
1990-02-20,943.71,,3177.416734,1389.470025,3277.869479,7029.449617,2373.3,820.2148440000001,1356.0339999999999
1990-02-21,944.41,,3178.635256,1389.908946,3274.7204420000003,7029.449617,2339.7,820.3125,1346.26
1990-02-22,954.55,,3191.714054,1390.3670439999999,3255.363127,7029.449617,2317.8,815.7226559999999,1350.451
1990-02-23,954.8,,3192.363932,1390.809295,3240.729368,7029.449617,2286.9,812.2070309999999,1345.364
1990-02-26,961.73,,3204.467912,1392.148569,3286.853495,7029.449617,2260.9,803.3203129999999,1354.632
1990-02-27,966.34,,3211.5353370000003,1392.6146529999999,3303.339629,7029.449617,2271.8,795.9960940000001,1343.3310000000001
1990-02-28,957.74,,3198.619009,1393.0690650000001,3320.381476,6538.83071,2297.6,796.2890629999999,1338.963
1990-03-01,951.7,,3188.2209589999998,1393.0690650000001,3329.272874,6538.83071,2299.4,793.5546879999999,1322.504
1990-03-02,956.28,,3194.88221,1394.027801,3357.336349,6538.83071,2323.3,791.1132809999999,1332.025
1990-03-05,947.35,,3181.478473,1395.375527,3340.572359,6538.83071,2336.8,787.5,1348.017
1990-03-06,953.31,,3190.414297,1395.814019,3382.8065,6538.83071,2344.2,791.6992190000001,1334.595
1990-03-07,955.36,,3193.0138100000004,1396.2404119999999,3373.081533,6538.83071,2298.7,782.2265629999999,1323.3220000000001
1990-03-08,957.65,,3195.207149,1396.679558,3406.4242759999997,6538.83071,2301.1,782.6171879999999,1319.122
1990-03-09,951.36,,3184.646629,1397.126113,3384.4736369999996,6538.83071,2281.1,779.8828129999999,1308.873
1990-03-12,950.71,,3187.8960190000003,1398.4730949999998,3392.0683729999996,6538.83071,2262.1,783.6914059999999,1300.462
1990-03-13,943.11,,3176.360682,1398.920224,3365.486797,6538.83071,2242.8,775.8789059999999,1299.95
1990-03-14,951.65,,3189.764419,1399.366345,3374.285577,6538.83071,2241.6,778.8085940000001,1303.2910000000002
1990-03-15,952.0,,3188.870837,1399.826027,3386.4186299999997,6538.83071,2239.0,780.2734379999999,1317.783
1990-03-16,958.97,,3200.649878,1400.273205,3424.948022,6538.83071,2251.0,782.5195309999999,1318.989
1990-03-19,959.81,,3203.249391,1401.589735,3441.341537,6538.83071,2251.4,785.3515629999999,1321.016
1990-03-20,967.49,,3211.8602760000003,1402.027875,3421.891604,6538.83071,2150.7,780.5664059999999,1312.1970000000001
1990-03-21,968.08,,3209.017059,1402.468458,3403.645714,6538.83071,2087.5,765.625,1315.703
1990-03-22,965.98,,3211.5353370000003,1402.9095630000002,3363.0787100000002,6538.83071,2055.2,765.625,1308.639
1990-03-23,966.32,,3214.784728,1403.3608,3378.453419,6538.83071,2010.8,768.5546879999999,1310.297
1990-03-26,968.31,,3220.4711620000003,1404.7475439999998,3384.658874,6538.83071,2023.7,723.1445309999999,1299.266
1990-03-27,968.08,,3217.952884,1405.220155,3423.558741,6538.83071,2018.3,718.75,1304.493
1990-03-28,967.89,,3221.445979,1405.701779,3428.652771,6538.83071,1995.1,726.5625,1300.8419999999999
1990-03-29,961.1,,3209.341998,1406.2059060000001,3416.519718,6538.83071,1973.0,725.5859379999999,1304.671
1990-03-30,954.52,,3200.9748170000003,1406.715608,3408.369269,5857.460756,1978.5,719.7265629999999,1313.116
1990-04-02,954.41,,3204.5491469999997,1408.271471,3396.514072,5857.460756,1944.3,719.53125,1326.9720000000002
1990-04-03,956.19,,3207.717303,1408.805071,3446.6208049999996,5857.460756,1974.6,732.421875,1331.457
1990-04-04,966.15,,3221.770918,1409.317259,3422.5399350000002,5857.460756,1979.5,730.9570309999999,1321.723
1990-04-05,965.34,,3221.12104,1409.317259,3419.0204229999995,5857.460756,1981.9,739.0625,1306.171
1990-04-06,967.12,,3222.745735,1410.2678720000001,3412.814968,5857.460756,1979.2,737.6953129999999,1301.48
1990-04-09,964.52,,3220.552396,1411.905752,3425.8742090000005,5857.460756,1976.6,735.7421879999999,1285.931
1990-04-10,963.88,,3220.552396,1412.441115,3432.9132329999998,5857.460756,1996.1,732.8125,1272.01
1990-04-11,962.29,,3221.12104,1412.992548,3431.431333,5857.460756,2020.1,731.4453129999999,1278.52
1990-04-12,961.84,,3217.3030059999996,1413.556971,3455.975297,5857.460756,2022.7,733.3984379999999,1271.25
1990-04-13,961.84,,3217.3030059999996,1414.1177460000001,3455.975297,5857.460756,2025.4,733.3984379999999,1271.319
1990-04-16,958.2,,3216.653128,1415.791886,3460.3283770000003,5857.460756,2034.5,733.3984379999999,1283.4180000000001
1990-04-17,949.08,,3203.249391,1416.368675,3459.772665,5857.460756,2054.6,730.46875,1283.481
